,id,start_frame,stop_frame,annotation,video_file
4645,1,133,161,add garlic and onion and mix,video_821.mp4
4646,2,161,177,add in spices and mix,video_821.mp4
4647,3,197,221,mix the meat with the marinade,video_821.mp4
4648,4,251,258,melt butter in a pan,video_821.mp4
4649,5,286,325,break noodles into pieces and mix with the butter,video_821.mp4
4650,6,338,375,add rice and water,video_821.mp4
4651,7,380,456,stack meat onion tomato and green pepper on the skewer,video_821.mp4
4652,8,482,515,grill the kabobs,video_821.mp4
4653,9,526,565,scoop the rice onto the plate and place kabobs on top,video_821.mp4
4654,0,7,30,add flour baking powder sugar and salt to a bowl and mix,video_822.mp4
4655,1,34,41,pour a beaten egg into the bowl,video_822.mp4
4656,2,43,76,mix yeast with water and wait until yeast becomes active,video_822.mp4
4657,3,89,120,pour milk and oil to the bowl and mix,video_822.mp4
4658,4,129,151,pour the yeast into the bowl and mix,video_822.mp4
4659,5,203,224,flatten out the balls of dough and roll,video_822.mp4
4660,6,244,256,place the dough onto a hot pan,video_822.mp4
4661,7,272,275,flip the naan to the other side,video_822.mp4
4662,0,15,24,cut the beef in to 1 inch cubes,video_823.mp4
4663,1,29,44,mix tsp salt 2 tsp brown sugar tsp lemon zest tsp cumin powder tsp paprika  tsp pepper tsp coriander powder,video_823.mp4
4664,2,45,52,add 1/3 cup olive oil 2 tsp of tomato paste 5 finely chopped garlic cloves to and whisk to combine,video_823.mp4
4665,3,53,55,transfer cup of marinate mixture to ziplock bag and add the beef keep the leftover marinate mixture in the bowl,video_823.mp4
4666,4,56,60,massage the marinate with hands,video_823.mp4
4667,5,61,64,cut off 1 lbs summer squash and 1 onion into 1 inch pieces,video_823.mp4
4668,6,65,67,cut 8 ounces of cremini mushrooms,video_823.mp4
4669,7,83,87,add all the vegetables to the leftover mixture and toss them around to mix well until they are coated,video_823.mp4
4670,8,88,89,heat the grill medium high,video_823.mp4
4671,9,90,94,thread the marinated beef and vegetables on to 10  12 inches skewers separately,video_823.mp4
4672,10,113,119,put the skewers on to the grill close the grill and cook turning the skewers every 2  3 minutes,video_823.mp4
4673,11,120,128,take the beef skewers off when they are lightly charred allover,video_823.mp4
4674,12,130,133,cover the skewers loosely with foils to keep them warm,video_823.mp4
4675,13,134,140,continue to cook the vegetable until they are charred all over,video_823.mp4
4676,0,62,85,add meat sliced ginger and onions to water and boil for 30 minutes,video_824.mp4
4677,1,87,101,boil noodles in pot until tender,video_824.mp4
4678,2,108,119,drain noodles and rinse,video_824.mp4
4679,3,123,132,remove meat and set aside,video_824.mp4
4680,4,135,160,boil shrimp in new pot of water,video_824.mp4
4681,5,163,221,slice pork and shrimp,video_824.mp4
4682,6,223,244,soak rice paper in warm water,video_824.mp4
4683,7,250,295,add shrimp lettuce bean sprouts mint leaves carrots cilantro cucumber noodles and pork to paper,video_824.mp4
4684,8,296,314,roll up and fold edges,video_824.mp4
4685,0,79,125,pound the veal,video_825.mp4
4686,1,136,144,coat the meat with the all purpose flour and shake off the excess flour,video_825.mp4
4687,2,145,160,dip the meat the egg wash,video_825.mp4
4688,3,161,184,coat the meat in the bread crumbs,video_825.mp4
4689,4,191,265,deep fry the schnitzel in olive oil,video_825.mp4
4690,5,266,280,take off the cooked schnitzel and drain the excess oil,video_825.mp4
4691,0,53,109,put some sesame oil in the pan and add chopped carrots mushrooms snap peas and sprouts and saute the vegetables,video_826.mp4
4692,1,109,166,add chinese cabbage and add vegetable broth to the pan,video_826.mp4
4693,2,166,193,add precooked noodles to the broth and cook the ingredients for sometime,video_826.mp4
4694,3,193,218,pour the mixture in the bowl and add some enoki mushrooms on it,video_826.mp4
4695,0,35,51,drizzle the garlic with olive oil and wrap with foil,video_827.mp4
4696,1,60,65,bake the garlic in the oven,video_827.mp4
4697,2,65,85,peel the potatoes,video_827.mp4
4698,3,85,105,cut the potatoes into quarters,video_827.mp4
4699,4,105,114,put the potatoes in a large pot,video_827.mp4
4700,5,114,125,cover the potatoes with water,video_827.mp4
4701,6,132,146,boil the potatoes and drain them,video_827.mp4
4702,7,154,165,add butter and milk to the potatoes,video_827.mp4
4703,8,178,184,unwrap and cut the garlic,video_827.mp4
4704,9,199,207,squeeze the garlic into the potatoes,video_827.mp4
4705,10,208,223,mix the potatoes,video_827.mp4
4706,11,228,237,sprinkle salt and pepper on top,video_827.mp4
4707,0,107,110,soak dried mushrooms and dried noodles in warm water,video_829.mp4
4708,1,111,138,chop onion shallot and garlic together,video_829.mp4
4709,2,140,155,drain noodles mushrooms and crabmeat,video_829.mp4
4710,3,156,186,in large bowl mix all ingredients,video_829.mp4
4711,4,187,195,soften rice paper in warm water then place spoon full of filling in middle,video_829.mp4
4712,5,196,213,fold rice paper closed,video_829.mp4
4713,0,250,260,add soy sauce chicken stock sesame oil oyster sauce garlic powder salt sugar and water to a pot,video_830.mp4
4714,1,261,271,place the pot on a stove to heat,video_830.mp4
4715,2,290,300,place the noodles in a pot of boiling water,video_830.mp4
4716,3,301,315,pour the soup in a bowl and add the noodles,video_830.mp4
4717,4,320,340,place roast pork green onion egg chili pepper and nori in the soup,video_830.mp4
4718,0,85,104,roast cinnamon stick cloves green cardamom red chillies cumin seeds fennel seeds coriander seeds and poppy seeds,video_832.mp4
4719,1,107,117,add in the the coconut and stir,video_832.mp4
4720,2,173,180,heat the oil and add in the onions,video_832.mp4
4721,3,183,186,salt the onions,video_832.mp4
4722,4,219,265,add in the minced ginger and garlic turmeric powder curry leaves spice paste and red chili powder,video_832.mp4
4723,5,294,298,add in the tomatoes,video_832.mp4
4724,6,327,350,add in the chicken mix and cook,video_832.mp4
4725,7,371,378,add salt and a squeeze of lime,video_832.mp4
4726,8,391,399,add in water,video_832.mp4
4727,0,19,30,pound out the meat with a mallet,video_834.mp4
4728,1,35,50,season the meat with salt and pepper,video_834.mp4
4729,2,52,59,crack an egg into a pan and whisk,video_834.mp4
4730,3,60,70,cover the meat in flour egg and breadcrumbs,video_834.mp4
4731,4,116,124,place the meat into a  pan of hot oil,video_834.mp4
4732,5,130,139,flip the meat over in the oil,video_834.mp4
4733,6,145,152,peel a potato and remove any dark spots,video_834.mp4
4734,7,153,159,place the potatoes into a pot of boiling water,video_834.mp4
4735,8,160,179,remove the potatoes from the water and grate into thin strips,video_834.mp4
4736,9,180,192,add flour and egg to the potatoes,video_834.mp4
4737,10,193,223,mix the potato flour and egg mixture and mix into a dough,video_834.mp4
4738,11,260,270,roll the dough into a ball,video_834.mp4
4739,12,285,298,place the dough balls into a pot of boiling water,video_834.mp4
4740,13,300,315,remove the dumplings from the water and place onto a plate and season with black pepper and basil,video_834.mp4
4741,0,31,51,slice the beef into thin slices,video_837.mp4
4742,1,52,96,chop the onion and carrot,video_837.mp4
4743,2,98,144,add soy sauce cooking wine pear juice sesame oil green onion to a bowl,video_837.mp4
4744,3,149,175,add minced garlic oil sesame ginger powder black pepper and sugar to a bowl,video_837.mp4
4745,4,175,183,mix the ingredients in the bowl,video_837.mp4
4746,5,183,201,add beef onion and carrots to a bowl,video_837.mp4
4747,6,202,242,mix the sauce with the ingredients in the bowl,video_837.mp4
4748,7,267,303,fry the bulgogi in a pan,video_837.mp4
4749,0,6,18,add oil and shallots to a pan and fry until golden brown,video_838.mp4
4750,1,34,60,add beans and enchiladas sauce to the pan and stir,video_838.mp4
4751,2,61,76,bring to a boil and reduce the liquid,video_838.mp4
4752,3,100,128,place shredded cheese and then beans in the center of the tortilla,video_838.mp4
4753,4,129,142,tuck in the sides of the tortilla and then roll the burrito,video_838.mp4
4754,5,152,170,pour enchiladas sauce and shredded cheese on top,video_838.mp4
4755,6,170,186,place the burrito in the oven until the cheese is melted on top,video_838.mp4
4756,0,13,32,combine flour salt corn flour and an egg,video_839.mp4
4757,1,38,52,add in the half and half milk and whisk to mix everything well,video_839.mp4
4758,2,56,71,blend sweet corns jalapeno peppers and spring onions in a food processor,video_839.mp4
4759,3,74,86,add the paste back to the batter and whisk to combine,video_839.mp4
4760,4,114,121,put the batter in a tall cup,video_839.mp4
4761,5,135,139,dip the dogs in flour and insert the skewer in it,video_839.mp4
4762,6,140,150,coat the dog with the batter in the cup and fry it in the oil,video_839.mp4
4763,7,203,229,grate some lime zest to mayonnaise and add in some finely chopped coriander,video_839.mp4
4764,0,30,36,mix fine chopped onion and celery,video_840.mp4
4765,1,37,44,add in tuna meat and boiled pasta,video_840.mp4
4766,2,45,47,add a cup of frozen green bean,video_840.mp4
4767,3,48,54,add greek yogurt and mayo,video_840.mp4
4768,4,64,73,season with red wine vinegar salt and pepper,video_840.mp4
4769,5,74,105,mix everything up and serve,video_840.mp4
4770,0,35,45,peal potatos,video_845.mp4
4771,1,46,58,cut potatos and put in a pot of cold water and bring to boil,video_845.mp4
4772,2,80,100,drain potatos and add cream cheese and mash them,video_845.mp4
4773,3,101,120,put potatos in slow cooker,video_845.mp4
4774,4,121,154,cut carrot onion and squash into even size chunks,video_845.mp4
4775,5,159,209,add oil pepper chili to a bowl and mix with vegetables,video_845.mp4
4776,6,210,223,spread vegetables onto baking plate,video_845.mp4
4777,7,248,273,add sausages to tray and put in oven,video_845.mp4
4778,8,274,287,flip vegetables after 10 minutes,video_845.mp4
4779,9,288,299,put on a plate and serve,video_845.mp4
4780,0,164,175,combine chicken stock with black bean paste chilli beans rice wine sesame oil and dark soy sauce,video_847.mp4
4781,1,177,187,heat sichuan peppercorns,video_847.mp4
4782,2,188,193,finely ground the peppercorns,video_847.mp4
4783,3,195,208,heat cooking oil and fry sichuan peppercorns and chilli flakes,video_847.mp4
4784,4,210,215,strain the oil,video_847.mp4
4785,5,216,228,heat the infused oil add ground beef and stir fry till it turns brown,video_847.mp4
4786,6,230,237,add ginger garlic and onions and cook,video_847.mp4
4787,7,239,247,add sauce and and bring to boil and mix the starch with warm water,video_847.mp4
4788,8,248,260,reduce the heat and add tofu mushroom strips and scallions aand cook,video_847.mp4
4789,9,261,267,sprinkle with ground sichuan pepper and serve with rice,video_847.mp4
4790,0,46,66,add chickpeas and garlic to a food processor,video_848.mp4
4791,1,70,75,blend the ingredients in the food processor,video_848.mp4
4792,2,79,93,add the mixture to a bowl,video_848.mp4
4793,3,93,118,add onions parsley and cayenne pepper to the bowl,video_848.mp4
4794,4,124,164,add quinoa an egg salt and pepper to the bowl and mix,video_848.mp4
4795,5,183,206,form the mixture into patties and place on pan,video_848.mp4
4796,6,210,217,bake the falafel in an oven,video_848.mp4
4797,7,217,235,flip the falafels and bake in the oven,video_848.mp4
4798,0,41,67,beat the eggs along with milk in a bowl and add bread crumbs in another,video_849.mp4
4799,1,68,96,dip the chicken in the egg milk mixture and coat it in the bread crumbs mixture,video_849.mp4
4800,2,101,147,put the chicken pieces on a pan and cook it,video_849.mp4
4801,3,148,167,spread the pasta sauce on the bottom of the pyrex dish,video_849.mp4
4802,4,168,220,place the cooked chicken on the sauce and add some more pasta sauce on top of it,video_849.mp4
4803,5,221,228,put the smoked provolone cheese on top of the chicken pieces,video_849.mp4
4804,6,250,264,bake the dish,video_849.mp4
4805,0,30,55,mix butter shallots garlic parsley pepper and salt together,video_851.mp4
4806,1,69,79,place the snails in a bowl and add the butter on top,video_851.mp4
4807,2,86,98,fill empty snail shells with the snails and butter,video_851.mp4
4808,3,100,112,place the shells onto rock salt,video_851.mp4
4809,4,117,119,place the snails into the oven,video_851.mp4
4810,0,80,87,spread a thin layer of mustard on one slice of bread,video_852.mp4
4811,1,156,160,add oregano to a bowl of cheese,video_852.mp4
4812,2,167,171,add freshly ground pepper to the bowl of cheese,video_852.mp4
4813,3,180,192,add the bowl mixture to a slice of bread,video_852.mp4
4814,4,192,225,add butter to the slice,video_852.mp4
4815,5,240,260,heat up a pan and add the sandwich butter side down,video_852.mp4
4816,6,270,280,flip the sandwich in the pan,video_852.mp4
4817,7,294,300,cut the sandwich in half,video_852.mp4
4818,0,80,90,chop some mushroom into slices,video_854.mp4
4819,1,92,105,heat some butter in a pan and add the mushroom and cook until brown,video_854.mp4
4820,2,117,123,add some roasted spice and saute,video_854.mp4
4821,3,124,142,add some flour and mix,video_854.mp4
4822,4,144,160,add some beef broth and whisk,video_854.mp4
4823,5,168,172,add some salt and ground black pepper,video_854.mp4
4824,6,180,190,add heavy cream and keep whisking,video_854.mp4
4825,7,195,220,put the prepared meat loaf into the sauce and coat it well,video_854.mp4
4826,8,220,235,bake in an oven,video_854.mp4
4827,0,46,75,put the green pepper onion carrot garlic cabbage tomato pepper salt and water into a pressure cooker,video_856.mp4
4828,1,75,90,cover with a lid and cook,video_856.mp4
4829,2,95,100,strain the vegetables,video_856.mp4
4830,3,153,162,mix water and corn flour,video_856.mp4
4831,4,162,174,fry garlic and ginger in a pan,video_856.mp4
4832,5,174,184,add onion to the pan,video_856.mp4
4833,6,186,234,add beans carrots spring onion soy sauce chili sauce sugar and vegetable stock,video_856.mp4
4834,7,234,257,add bell pepper cabbage and salt and mix,video_856.mp4
4835,8,258,270,mix in corn flour mixture and stir,video_856.mp4
4836,9,270,288,boil the soup,video_856.mp4
4837,10,288,299,add vinegar and pepper to the soup,video_856.mp4
4838,11,300,305,garnish with spring onion,video_856.mp4
4839,0,15,26,heat oil in a pan,video_857.mp4
4840,1,27,36,add a bay leaf cinnamon stick and cumin seeds,video_857.mp4
4841,2,58,63,add chopped ginger and garlic,video_857.mp4
4842,3,71,77,add chopped white onion,video_857.mp4
4843,4,83,89,add lamb to pan and stir,video_857.mp4
4844,5,97,149,add chili powder coriander and tumeric and mix,video_857.mp4
4845,6,156,161,add salt and green chili,video_857.mp4
4846,7,168,200,add chopped tomatoes and cover the pot,video_857.mp4
4847,0,73,84,preheat the oil in a large pan on medium high heat,video_858.mp4
4848,1,93,108,mix flour corn starch salt and baking powder,video_858.mp4
4849,2,111,129,mix the egg and beer,video_858.mp4
4850,3,132,145,transfer the liquid to the powder mixture and whisk to combine,video_858.mp4
4851,4,147,158,dry the fish fillet with paper towel,video_858.mp4
4852,5,196,252,coat the fish fillet in the mixture and fry it in the oil,video_858.mp4
4853,0,42,51,cut the potatoes in quarters,video_859.mp4
4854,1,63,80,put the potatoes in a pan with water and let it boil,video_859.mp4
4855,2,108,134,place the sausages on a hot pan and let them cook,video_859.mp4
4856,3,136,202,peel onion and cut it into thin slices,video_859.mp4
4857,4,240,245,add the onion to the pand],video_859.mp4
4858,5,282,286,pour the gravy into the pan,video_859.mp4
4859,6,334,377,drain the water and mash the potatoes,video_859.mp4
4860,7,396,433,add only the egg yolk and butter,video_859.mp4
4861,8,441,460,add salt and pepper and mix,video_859.mp4
4862,9,466,488,place sausages and curry on the potatoes,video_859.mp4
4863,0,33,42,grate potatos and put in bowl,video_860.mp4
4864,1,53,69,grate onion and add to potatos,video_860.mp4
4865,2,76,90,squeeze moisture out of potatos and onion,video_860.mp4
4866,3,94,118,crack 3 eggs into bowl and pour over potatos,video_860.mp4
4867,4,122,128,add salt and pepper,video_860.mp4
4868,5,130,163,add 1/3 cup of flour and mix,video_860.mp4
4869,6,180,210,form mix into cake and drop into hot oil,video_860.mp4
4870,7,211,230,cook on each side for 2 or 3 minutes,video_860.mp4
4871,8,235,240,remove and drain on paper towel,video_860.mp4
4872,9,250,266,place on plate with sour cream and chives,video_860.mp4
4873,0,85,132,add soy sauce cornstarch wine vinegar sugar garlic ginger and chicken broth to a bowl and mix together,video_861.mp4
4874,1,143,173,mix cornstarch egg pepper wine and soy sauce in a bowl,video_861.mp4
4875,2,175,196,coat the chicken pieces in the batter,video_861.mp4
4876,3,205,228,fry the chicken in oil,video_861.mp4
4877,4,238,260,add oil chilis and scallions to a pan,video_861.mp4
4878,5,270,277,add the chicken to the pan,video_861.mp4
4879,6,285,297,add the sauce to the pan,video_861.mp4
4880,0,48,85,marinate the pork with soy sauce,video_862.mp4
4881,1,85,110,heat the pan and add sesame seed chopped garlic and pork,video_862.mp4
4882,2,117,130,stir fry the mixture,video_862.mp4
4883,3,130,156,add white pepper and chicken broth to the pork in the pan,video_862.mp4
4884,4,167,192,add sliced mushrooms bamboo and tree fungus,video_862.mp4
4885,5,216,220,add schezuan chilly sauce,video_862.mp4
4886,6,234,260,add some tofu and rice wine vinegar to the soup,video_862.mp4
4887,7,276,294,beat one egg and slowly pour it over the soup,video_862.mp4
4888,8,309,322,add the mixture water and corn starch to the soup,video_862.mp4
4889,0,25,54,mix beef onion carrot parsley egg breadcrumbs and feta cheese in a bowl,video_863.mp4
4890,1,54,68,mix flour salt and pepper in a bowl,video_863.mp4
4891,2,68,85,coat the meatballs in flour,video_863.mp4
4892,3,86,111,cook the meatballs in a pan with oil,video_863.mp4
4893,4,121,150,heat olive oil an onion and garlic in a pot,video_863.mp4
4894,5,150,175,add tomato paste beef stock and diced tomatos to the pot,video_863.mp4
4895,6,188,209,add the meatballs to the sauce,video_863.mp4
4896,7,209,225,cook the pasta in boiling water,video_863.mp4
4897,8,233,250,add the meatballs to a plate of pasta and sprinkle parmesan cheese on top,video_863.mp4
4898,0,7,23,place some steamed rice on a piece of seaweed,video_865.mp4
4899,1,25,37,turn it over and place cucumber pieces on top of the seaweed,video_865.mp4
4900,2,38,51,place spicy tuna on the roll,video_865.mp4
4901,3,55,63,roll the sheet,video_865.mp4
4902,4,64,69,press the roll,video_865.mp4
4903,5,74,78,add some avocado on top of the roll,video_865.mp4
4904,6,97,100,press the roll,video_865.mp4
4905,7,103,113,cut the roll into pieces,video_865.mp4
4906,8,114,119,put some roe on the rolls,video_865.mp4
4907,0,36,43,marinate tofu in sesame oil ginger and lemon juice,video_867.mp4
4908,1,44,54,marinate cucumber in apple cider vinegar water chili flakes honey and salt,video_867.mp4
4909,2,55,70,place hot pot over stove and fill with rice,video_867.mp4
4910,3,74,86,boil carrots and add to hot pot,video_867.mp4
4911,4,86,94,fry lettuce and add to hot pot,video_867.mp4
4912,5,95,99,add radish to hot pots,video_867.mp4
4913,6,100,103,fry mushrooms and add to hot pot,video_867.mp4
4914,7,107,109,add chopped mangoes and kimchi,video_867.mp4
4915,8,110,122,add tofu and cucumber,video_867.mp4
4916,9,123,128,add fried egg and sesame seeds on top,video_867.mp4
4917,0,40,102,make the burger patties into round and thick shape and make a little indentation in the center,video_868.mp4
4918,1,103,132,spread some olive oil on all the patties and sprinkle salt and ground pepper to taste,video_868.mp4
4919,2,190,235,grill the patties,video_868.mp4
4920,3,236,246,place cheese slices on the patties,video_868.mp4
4921,4,262,283,lightly butter the buns and place them on the grill,video_868.mp4
4922,5,300,312,take the patties and place them in between the buns and serve,video_868.mp4
4923,0,66,86,add the sauce and peanut butter into food processor and process it adding little bit of sugar water garlic powder,video_869.mp4
4924,1,90,108,transfer it to a mason jar,video_869.mp4
4925,2,110,150,add sugar into measuring cup add hot water stir squeeze in some lime chopped garlic stir add chili pepper,video_869.mp4
4926,3,151,161,transfer it to a mason jar and store it,video_869.mp4
4927,4,189,207,cut the boiled shrimp into half and remove the shell,video_869.mp4
4928,5,208,220,cut the tofu into one inch slices,video_869.mp4
4929,6,224,245,dip rice paper in warm water and drain excess water,video_869.mp4
4930,7,246,271,place some lettuce in the middle of the rice paper some coriander leaves mint cilantro beans sprouts cooked vermicelli noodles,video_869.mp4
4931,8,272,296,place the shrimp and ham next to the veggies and layer the ham with tofu slices,video_869.mp4
4932,9,297,320,fold the rice paper and roll over to completely covering the stuffing,video_869.mp4
4933,0,42,202,chop vegetables and tofu,video_870.mp4
4934,1,207,214,pour oil into wok,video_870.mp4
4935,2,220,275,pour the vegetables and sauce in the wok and stir,video_870.mp4
4936,3,276,303,pour wine and sauce into the wok and stir,video_870.mp4
4937,4,307,317,pour water into the wok and stir,video_870.mp4
4938,5,318,322,cover the wok with a lid,video_870.mp4
4939,6,341,358,remove the lid from the wok and add the tofu,video_870.mp4
4940,7,367,369,cover the wok a lid,video_870.mp4
4941,8,372,373,remove lid,video_870.mp4
4942,9,455,491,add liquid to the wok and stir,video_870.mp4
4943,0,210,213,add dill to a bowl of chopped vegetables,video_871.mp4
4944,1,220,223,add mint to the bowl,video_871.mp4
4945,2,232,235,add radishes to the bowl,video_871.mp4
4946,3,238,244,add parsley to the bowl,video_871.mp4
4947,4,246,255,squeeze a lemon into the bowl,video_871.mp4
4948,5,264,267,add black chia seeds to the bowl,video_871.mp4
4949,6,279,283,pour olive oil into the bowl,video_871.mp4
4950,7,291,306,add seasoning sea salt and black pepper to the bowl,video_871.mp4
4951,8,309,319,toss the salad with tongs,video_871.mp4
4952,0,20,32,fry bacon in a pan,video_872.mp4
4953,1,44,56,add vodka to the pan,video_872.mp4
4954,2,75,82,add cream to the pan,video_872.mp4
4955,3,82,93,add black pepper to the pan,video_872.mp4
4956,4,104,121,add tomato sauce and water to the sauce,video_872.mp4
4957,5,145,150,cook the pasta in boiling water,video_872.mp4
4958,6,150,159,add the pasta too the sauce,video_872.mp4
4959,0,8,37,mix yogurt mayonnaise cider vinegar sugar and black pepper,video_873.mp4
4960,1,38,65,add pasta coarsely chopped walnuts shredded turkey sliced celery and apples,video_873.mp4
4961,2,66,71,mix the salad,video_873.mp4
4962,0,76,90,whisk flour and beer,video_875.mp4
4963,1,131,151,mix some mayonnaise sliced gherkins parsley and lemon juice,video_875.mp4
4964,2,173,188,coat the fish with flour and the mixture,video_875.mp4
4965,3,191,217,fry the fish in vegetable oil,video_875.mp4
4966,0,9,22,add oil and two chopped onions to a skillet,video_876.mp4
4967,1,24,30,add chopped carrots and turnips to the pan and cook,video_876.mp4
4968,2,31,48,scrape vegetables into bowl and add lamb to the skillet,video_876.mp4
4969,3,49,53,add chopped thyme and cinnamon,video_876.mp4
4970,4,55,69,add vegetables flour chicken broth and tomato paste,video_876.mp4
4971,5,76,79,cover the skillet,video_876.mp4
4972,6,84,93,peel and chop the potatoes,video_876.mp4
4973,7,95,105,mash potatoes with butter and a pinch of salt,video_876.mp4
4974,8,106,112,spread meat filling into baking dish,video_876.mp4
4975,9,113,120,spread mashed potatoes on top and sprinkle with grated cheddar cheese,video_876.mp4
4976,10,121,128,bake the dish in the oven,video_876.mp4
4977,0,4,8,add salt pork powder and shallots to water,video_878.mp4
4978,1,9,12,add chopped pork neck bones,video_878.mp4
4979,2,13,24,boil and let it simmer and skim all foam,video_878.mp4
4980,3,28,33,add prawns and minced pork to a blender,video_878.mp4
4981,4,34,35,add chopped shallot and spring onion,video_878.mp4
4982,5,36,41,add 1 tbsp of sugar pork powder and pepper,video_878.mp4
4983,6,42,50,blend everything in the blender,video_878.mp4
4984,7,59,75,wrap the mixture in wonton wrappers,video_878.mp4
4985,8,76,85,boil the wontons in water,video_878.mp4
4986,9,97,113,boil some noodles in boiled water,video_878.mp4
4987,10,114,132,add cooked shallot boiled pork and wontons to serve,video_878.mp4
4988,0,5,35,peel the skin off the potatoes,video_879.mp4
4989,1,35,42,boil the potatoes in water,video_879.mp4
4990,2,42,49,mash the potatoes with salt,video_879.mp4
4991,3,49,57,shred the potato with a grater,video_879.mp4
4992,4,72,83,mix the shredded potato with the mashed potato,video_879.mp4
4993,5,83,112,form the boxty into a ball,video_879.mp4
4994,6,114,125,boil the potato ball in water,video_879.mp4
4995,7,130,145,slice the ball and fry in the pan,video_879.mp4
4996,0,13,79,cut the meat,video_880.mp4
4997,1,89,104,toss meat in flour on a plate,video_880.mp4
4998,2,113,125,fry bacon in a pan with oil,video_880.mp4
4999,3,129,137,transfer meat to a bowl,video_880.mp4
5000,4,138,149,add salt to the meat and mix together,video_880.mp4
5001,5,152,161,add the meat to the pan,video_880.mp4
5002,6,173,258,chop vegetables,video_880.mp4
5003,7,261,269,turn the meat over in the pan,video_880.mp4
5004,8,277,292,add vegetables to the pan and mix together,video_880.mp4
5005,9,298,301,add garlic to the pan,video_880.mp4
5006,10,320,382,add herbs tomatoes wine stock and onions to the pan,video_880.mp4
5007,11,383,388,stir everything together,video_880.mp4
5008,12,392,394,cover the pan with a lid,video_880.mp4
5009,13,410,415,put the pan in the oven,video_880.mp4
5010,14,416,422,remove the pan from the oven,video_880.mp4
5011,0,40,88,add salt caribbean pepper sauce black pepper ginger and caribbean green seasoning to a bowl of chicken,video_881.mp4
5012,1,110,139,add pepper salt curry powder and paprika to a plate of flour and mix,video_881.mp4
5013,2,142,165,add egg to the chicken and mix,video_881.mp4
5014,3,170,223,coat the chicken in the flour,video_881.mp4
5015,4,225,256,place the chicken in a pan of hot oil,video_881.mp4
5016,0,69,107,cut off the fat of chicken breast and slice it into thin slices,video_883.mp4
5017,1,116,143,beat two eggs into a bowl and whisk it well and add black pepper,video_883.mp4
5018,2,153,175,mix fresh parsley and parmesan cheese with bread crumb,video_883.mp4
5019,3,195,254,dip the chicken breast in flour egg coat and bread crumbs,video_883.mp4
5020,4,262,270,preheat an oven to 375 f degree,video_883.mp4
5021,5,276,370,heat some oil in a pan and fry the chicken breast in it,video_883.mp4
5022,6,415,501,add some tomato sauce and parmesan cheese on top of chicken breast and cook it in the oven,video_883.mp4
5023,0,20,45,place eggs into the cups of an egg poacher,video_884.mp4
5024,1,46,52,cover the poacher with the lid,video_884.mp4
5025,2,75,80,spread green onion butter on a slice of sourdough toast,video_884.mp4
5026,3,81,85,place a slice of ham onto the bread,video_884.mp4
5027,4,90,95,place a poached egg onto the bread,video_884.mp4
5028,5,97,106,pour some hollandaise sauce onto the egg,video_884.mp4
5029,6,110,120,garnish the dish with green onions and paprika,video_884.mp4
5030,0,34,40,add chicken broth to a hot pot,video_885.mp4
5031,1,130,142,add chicken tenderloins to the broth,video_885.mp4
5032,2,157,166,remove the chicken from the broth,video_885.mp4
5033,3,191,208,add whole wheat penne pasta and vegetables to the boiling water,video_885.mp4
5034,4,224,262,cut the chicken into small pieces and add to the soup,video_885.mp4
5035,5,315,333,add spinach to the soup and stir,video_885.mp4
5036,6,353,360,add black pepper to the soup,video_885.mp4
5037,0,380,407,feed the garden snails with grinded corn,video_886.mp4
5038,1,412,473,wash the snails thoroughly with vinegar and water,video_886.mp4
5039,2,483,486,heat some water to a boil,video_886.mp4
5040,3,492,517,boil the snails in the water,video_886.mp4
5041,4,524,639,smash the snails' shell and wash them again,video_886.mp4
5042,5,653,696,boil the snails in beer in a pot,video_886.mp4
5043,6,698,770,heat some better garlic and dried parsley in a pan and fry the snails in it,video_886.mp4
5044,0,133,170,take the chicken pieces in a bowl pour the sriracha sauce and buttermilk mixture over the chicken,video_887.mp4
5045,1,186,198,cover the chicken and refrigerate it for few hours,video_887.mp4
5046,2,214,286,take all purpose flour and add some steak seasoning paprika garlic powder black pepper salt and mix it all together,video_887.mp4
5047,3,310,346,coat the chicken pieces with the flour lay it on the baking rack and let it sit for 20 minutes,video_887.mp4
5048,4,357,380,preheat the oven to 375 degrees and heat peanut oil in a pan,video_887.mp4
5049,5,384,406,fry the chicken for 4-5 minutes on each side,video_887.mp4
5050,6,418,474,place the chicken on a wire rack and cook it in the oven for 10-15 minutes and serve,video_887.mp4
5051,0,42,81,mix ground beef in a bowl form into a disk and refridgerate,video_888.mp4
5052,1,98,105,cut potato rolls in to half lightly butter and toast until it is golden brown on a pan,video_888.mp4
5053,2,115,139,put mayonnaise ketchup mustard pickle garlic powder paprika cayenne and paprika in a food processor and blend,video_888.mp4
5054,3,146,148,remove the buns once they are roasted golden brown,video_888.mp4
5055,4,160,175,put oil in a pan and season the patty with salt and freshly ground pepper,video_888.mp4
5056,5,177,191,place the patty seasoned side down on the pan and press down,video_888.mp4
5057,6,195,199,season the other side of the patty with salt and freshly ground pepper,video_888.mp4
5058,7,208,211,flip the patty and cook either side until the patty gets thin brown crust,video_888.mp4
5059,8,213,222,place cheese slice on the top and cook,video_888.mp4
5060,9,231,255,layer the bottom bun patty sauce tomato lettuce lettuce and the top bun,video_888.mp4
5061,0,26,66,add ground beef ground veal water and corn syrup into a bowl,video_889.mp4
5062,1,67,122,add liquid smoke onion garlic salt mustard and horse mustard,video_889.mp4
